Category,Title,Company,URL,Grade,Salary_min,Salary_max,Skills,City_List,Is_Remote
Python,Fullstack Developer (React/Python) (ExpAIndOS),uSoftware,https://jobs.dou.ua/companies/usoftware/vacancies/350842/,Not Specified,3500.0,3500.0,Not Specified,['Львів'],True
Python,Python Backend Developer,Source Angel,https://jobs.dou.ua/companies/source-angel/vacancies/350831/,Not Specified,,,Not Specified,['Other'],False
Python,Senior Python Engineer (with DevOps & ML/LLM experience) EU countries,AZinec,https://jobs.dou.ua/companies/azinec-development-team/vacancies/350827/,Senior,4500.0,5000.0,Not Specified,['Remote Only'],True
Python,AI Python Engineer,Techbar,https://jobs.dou.ua/companies/techbar/vacancies/331495/,Not Specified,,,Not Specified,['Remote Only'],True
Python,Викладач у дитячу школу програмування (Python),Logika,https://jobs.dou.ua/companies/logika/vacancies/263732/,Not Specified,300.0,500.0,Not Specified,['Remote Only'],True
Python,"Backend Engineer (Video, Python)",Qencode,https://jobs.dou.ua/companies/qencode/vacancies/350802/,Not Specified,,,Not Specified,"['Київ', 'Львів', 'Дніпро', 'Івано-Франківськ', 'Вінниця', 'Одеса', 'Харків', 'Чернівці', 'Черкаси', 'Хмельницький', 'Ужгород']",True
Python,"Backend Engineer (Integrations, Python)",Qencode,https://jobs.dou.ua/companies/qencode/vacancies/350801/,Not Specified,,,Not Specified,"['Київ', 'Львів', 'Дніпро', 'Івано-Франківськ', 'Вінниця', 'Одеса', 'Харків', 'Чернівці', 'Черкаси', 'Хмельницький', 'Ужгород']",True
Python,Test Lead ( 70% Automation Python/ 30% Manual testing & CAN understanding),DXC Luxoft,https://jobs.dou.ua/companies/luxoft/vacancies/350738/,Senior,,,Not Specified,['Remote Only'],True
Python,Senior Backend Developer,RemoDevs,https://jobs.dou.ua/companies/remodevs/vacancies/345063/,Senior,6000.0,7000.0,Not Specified,['Remote Only'],True
Python,Python Developer,TECHIIA Holding,https://jobs.dou.ua/companies/techiia-holding/vacancies/350696/,Not Specified,,,Not Specified,['Київ'],False
